Date,Total Yield (Smooth),GridDurationHours,MaintDurationHours,DelREMO,Temp (Smooth),Cloud Cover (Smooth)
2020-12-09,202.814,0.0,0.0,0.0841666666666666,16.433333333333334,14.513333333333334
2020-12-10,215.16666666666666,0.0,0.0,0.0,16.613333333333333,9.440000000000001
2020-12-11,215.77933333333334,0.0,0.0,0.0,16.74,7.766666666666667
2020-12-12,208.76066666666668,0.0,0.0,0.0,16.759999999999998,11.96
2020-12-13,195.45466666666664,0.0,0.0,0.0,16.466666666666665,12.813333333333333
2020-12-14,182.79399999999998,0.0,0.0,0.0,16.206666666666667,12.259999999999998
2020-12-15,180.74,0.0,0.0,0.0,15.966666666666665,12.773333333333332
2020-12-16,174.31400000000002,0.0058333333333333,0.0,0.0,15.499999999999998,12.806666666666665
2020-12-17,172.47466666666665,0.0,0.0,0.0,15.033333333333335,13.246666666666666
2020-12-18,176.1473333333333,0.0,0.0,0.0,14.580000000000002,13.486666666666666
2020-12-19,176.194,0.0,0.0,3.0719444444444446,14.253333333333334,12.819999999999999
2020-12-20,182.66733333333335,0.0,0.0,0.0,13.866666666666667,11.873333333333333
2020-12-21,185.07333333333332,0.0,0.0,0.0,13.446666666666665,13.133333333333333
2020-12-22,185.334,0.0,0.0,0.0,13.006666666666666,13.166666666666666
2020-12-23,184.68,0.0066666666666666,0.0,0.0,12.646666666666665,12.493333333333332
2020-12-24,184.94733333333335,0.0,0.0,0.0,12.286666666666667,10.633333333333333
2020-12-25,183.83399999999997,0.0,0.0,0.0,11.82,11.360000000000001
2020-12-26,177.69399999999996,0.0,0.0,0.0,11.239999999999998,9.799999999999999
2020-12-27,175.706,0.0,0.0,4.319166666666667,10.793333333333333,7.413333333333332
2020-12-28,187.50599999999997,0.0019444444444444,0.0,0.0,10.61333333333333,7.186666666666667
2020-12-29,199.0,0.0,0.0,0.0,10.439999999999998,7.133333333333334
2020-12-30,191.3406666666667,0.0066666666666666,0.0,0.0,10.219999999999999,6.626666666666668
2020-12-31,191.77333333333337,0.0,0.0,0.0,10.22,7.800000000000001
2021-01-01,183.25933333333336,0.0,0.0,0.0841666666666666,10.08,7.373333333333334
2021-01-02,168.94,0.0,0.0,0.4211111111111111,10.200000000000001,9.646666666666667
2021-01-03,166.04000000000002,0.0,0.0,1.0958333333333337,10.473333333333334,11.6
2021-01-04,161.694,0.0,0.0,0.0,10.84,14.726666666666665
2021-01-05,149.85333333333332,0.0,0.0,0.1688888888888888,11.146666666666665,19.5
2021-01-06,144.69400000000002,0.0066666666666666,0.0,0.0,11.506666666666664,23.58
2021-01-07,133.14666666666668,0.0,0.0,0.0,11.646666666666665,23.646666666666665
2021-01-08,132.58666666666667,0.0,0.0,0.7597222222222222,11.719999999999999,24.926666666666666
2021-01-09,129.25333333333333,0.0,0.0,2.6958333333333333,11.866666666666667,24.666666666666668
2021-01-10,133.38066666666668,0.0,0.0,0.1683333333333333,11.940000000000001,24.386666666666667
2021-01-11,134.97466666666668,0.0,0.0,0.0,11.959999999999999,22.599999999999998
2021-01-12,127.73999999999998,0.0,0.0,0.6752777777777779,11.973333333333331,21.973333333333333
2021-01-13,123.89999999999998,0.0,0.0,0.1683333333333333,12.066666666666666,22.226666666666667
2021-01-14,121.91933333333331,0.0,0.0,0.0852777777777777,12.08,22.900000000000002
2021-01-15,121.89333333333333,0.0022222222222222,0.0,0.0841666666666666,12.153333333333334,21.7
2021-01-16,120.29333333333334,0.0,0.0,0.5052777777777778,12.273333333333335,21.686666666666667
2021-01-17,128.55266666666668,0.0,0.0,0.0,12.313333333333336,19.226666666666667
2021-01-18,132.754,0.0,0.0,0.0,12.220000000000002,17.626666666666665
2021-01-19,135.13933333333333,0.0,0.0,1.9394444444444443,11.993333333333334,13.73333333333333
2021-01-20,148.24666666666667,0.0,0.0,0.2538888888888889,11.799999999999999,7.886666666666668
2021-01-21,157.29933333333332,0.0,0.0,0.59,11.526666666666666,3.7600000000000007
2021-01-22,162.57999999999998,0.0,0.0,0.0,11.379999999999999,4.873333333333334
2021-01-23,162.11333333333332,0.0,0.0,0.0,11.453333333333333,4.566666666666666
2021-01-24,155.77999999999997,0.0,0.0,0.0,11.353333333333335,4.133333333333333
2021-01-25,157.69266666666667,0.0,0.0,0.0,11.5,4.066666666666666
2021-01-26,162.82,0.0,0.0,0.0841666666666666,11.566666666666668,4.046666666666667
2021-01-27,173.93333333333334,0.0,0.0,0.0844444444444444,11.8,4.04
2021-01-28,176.78666666666666,0.0,0.0,0.0,11.766666666666667,3.7866666666666666
2021-01-29,188.19399999999996,0.0,0.0,0.0841666666666666,11.886666666666667,3.1
2021-01-30,197.54599999999996,0.0022222222222222,0.0,0.0,12.066666666666666,4.340000000000001
2021-01-31,211.01999999999998,0.0,0.0,8.097777777777777,12.306666666666667,4.540000000000001
2021-02-01,217.81333333333333,0.0,0.0,0.0,12.446666666666669,4.713333333333334
2021-02-02,212.686,0.0,0.0,0.0841666666666666,12.473333333333333,4.866666666666667
2021-02-03,212.68,0.0,0.0,0.0,12.62,7.340000000000001
2021-02-04,203.08666666666667,0.0,0.0,0.0,12.586666666666666,11.153333333333332
2021-02-05,205.95333333333332,0.0,0.0,0.0,12.6,11.28
2021-02-06,218.99266666666665,0.0,0.0,0.0,12.753333333333332,10.426666666666666
2021-02-07,221.08599999999998,0.0,0.0,0.0,12.8,9.453333333333333
