Date,Total Yield [kWh],GridDurationHours,MaintDurationHours,DelREMO,Temp,Prcp,Cloud Cover,Conditions,Total Yield (Smooth),Cloud Cover (Smooth),Temp (Smooth)
2019-09-06,288.4,0.0,0.0,2.916388888888889,30.0,1.0043016091968684,59.3,"Rain, Partially cloudy",268.34599999999995,58.06666666666667,29.766666666666666
2019-09-07,263.7,0.0,0.0,1.0091666666666663,30.2,0.09531017980432493,48.5,"Rain, Partially cloudy",263.0993333333333,57.83333333333333,29.786666666666665
2019-09-08,269.1,0.0080555555555555,0.0,0.0,30.2,1.0986122886681098,38.2,"Rain, Partially cloudy",265.8126666666667,55.873333333333335,29.879999999999995
2019-09-09,332.4,0.0,0.0,0.0,30.9,0.0,23.6,Clear,276.0726666666667,52.06666666666666,30.15333333333333
2019-09-10,292.9,0.0,0.0,0.2522222222222222,31.4,0.0,28.0,Partially cloudy,272.63933333333335,49.266666666666666,30.21333333333333
2019-09-11,286.5,0.0,0.0,0.0,31.6,1.6094379124341003,22.2,Rain,268.51933333333335,47.79333333333333,30.246666666666663
2019-09-12,252.9,0.0,0.0,0.0,30.8,0.0,34.6,Partially cloudy,261.8593333333333,48.26,30.26
2019-09-13,206.6,0.0,0.0,0.0,30.1,0.1823215567939546,57.7,"Rain, Partially cloudy",263.85266666666666,48.059999999999995,30.28666666666667
2019-09-14,273.1,0.0,0.0,0.0,30.0,0.6931471805599453,48.1,"Rain, Partially cloudy",264.12,47.919999999999995,30.240000000000002
2019-09-15,250.8,0.0,0.0,0.0841666666666666,30.1,0.0,39.9,Partially cloudy,261.2866666666667,48.639999999999986,30.12666666666667
2019-09-16,272.7,0.0,0.0,0.0,30.1,0.0,29.2,Partially cloudy,265.52000000000004,45.17999999999999,30.186666666666667
2019-09-17,320.7,0.0,0.0,0.0,30.4,0.0,32.6,Partially cloudy,267.76666666666665,43.28666666666666,30.20666666666667
2019-09-18,317.6,0.0,0.0,0.0841666666666666,29.2,0.0,32.7,Partially cloudy,267.32,42.78,30.080000000000002
2019-09-19,281.1,0.0,0.0,0.0,28.4,2.3978952727983707,59.1,"Rain, Partially cloudy",270.0466666666667,42.38,30.040000000000003
2019-09-20,313.5,0.0,0.0,0.0841666666666666,29.2,0.0,38.3,Partially cloudy,281.46666666666664,39.46666666666667,30.173333333333336
2019-09-21,301.8,0.0,0.0,1.1775,28.4,0.0,38.8,Partially cloudy,282.36,38.1,30.06666666666667
2019-09-22,294.5,0.0,0.0,0.0,27.8,0.35065687161316933,33.9,"Rain, Partially cloudy",284.4133333333333,37.126666666666665,29.906666666666666
2019-09-23,328.41,0.0019444444444444,0.0,0.0,28.7,1.3862943611198906,26.7,"Rain, Partially cloudy",288.36733333333336,36.36,29.80666666666667
2019-09-24,308.3,0.0,0.0,0.0,29.1,0.0,26.8,Partially cloudy,286.7606666666667,36.57333333333334,29.686666666666664
2019-09-25,287.9,0.0019444444444444,0.0,0.0,28.3,1.6094379124341003,38.6,"Rain, Partially cloudy",286.4273333333333,37.28,29.48
2019-09-26,241.4,0.0019444444444444,0.0,1.2538888888888888,28.9,2.3978952727983707,49.2,"Rain, Partially cloudy",283.42066666666665,39.08,29.3
2019-09-27,256.1,0.0,0.0,0.0,27.3,2.3978952727983707,38.0,"Rain, Partially cloudy",283.634,39.306666666666665,29.066666666666663
2019-09-28,217.9,0.0,0.0,1.6175,26.6,2.3978952727983707,52.4,"Rain, Partially cloudy",284.38733333333334,38.953333333333326,28.833333333333332
2019-09-29,123.91,0.0,0.0,0.0,23.7,2.3978952727983707,84.7,"Rain, Overcast",274.4413333333333,41.39333333333333,28.413333333333334
2019-09-30,176.3,0.0,0.0,0.0,25.8,2.3978952727983707,61.4,"Rain, Partially cloudy",269.4746666666667,42.82666666666667,28.126666666666665
2019-10-01,226.9,0.0022222222222222,0.0,0.0,26.9,2.3978952727983707,54.5,"Rain, Partially cloudy",266.4213333333334,44.51333333333333,27.91333333333333
2019-10-02,301.9,0.0,0.0,0.7591666666666667,27.3,2.0794415416798357,38.5,"Rain, Partially cloudy",265.168,44.906666666666666,27.706666666666667
2019-10-03,282.1,0.0,0.0,8.762500000000001,27.1,2.3978952727983707,56.5,"Rain, Partially cloudy",262.80133333333333,46.49333333333333,27.56666666666667
2019-10-04,206.4,0.0,0.0,0.0838888888888888,24.5,0.0,69.6,Partially cloudy,257.82133333333337,47.193333333333335,27.30666666666667
2019-10-05,311.3,0.0019444444444444,0.0,0.0,25.5,0.0,46.3,Partially cloudy,257.67466666666667,47.72666666666667,27.060000000000002
