EventDate,DelREMO,E09: No Grid,Grid Frequency out of range,HW Realy Short,Hardware problem,Phase1 Grid Voltage High,Phase1 Grid Voltage Low,GridDurationHours,MaintDurationHours
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0022222222222222222,0.0
2020-05-14,4.068333333333333,0.0,0.0,0.0,0.0,0.0,0.006388888888888888,0.006388888888888888,0.0
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0022222222222222222,0.0
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0019444444444444444,0.0019444444444444444,0.0
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.00638888888888889,0.00638888888888889,0.0
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0038888888888888888,0.0038888888888888888,0.0
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.005833333333333333,0.005833333333333333,0.0
2020-05-28,4.525277777777778,0.0,0.0,0.0,0.0,0.0,0.0061111111111111106,0.0061111111111111106,0.0
2020-05-29,8.2225,0.0,0.0,0.0,0.0,0.0,0.0061111111111111106,0.0061111111111111106,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0022222222222222222,0.0
2020-06-08,0.08388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.005833333333333333,0.005833333333333333,0.0
2020-06-15,0.3363888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0022222222222222222,0.0
2020-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0038888888888888888,0.0038888888888888888,0.0
2020-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.005833333333333333,0.005833333333333333,0.0
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0019444444444444444,0.0019444444444444444,0.0
2020-07-21,0.7575000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0019444444444444444,0.0019444444444444444,0.0
2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0019444444444444444,0.0019444444444444444,0.0
2020-07-26,0.08416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.004166666666666667,0.0
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.006388888888888888,0.006388888888888888,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0022222222222222222,0.0
2020-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.004166666666666667,0.0
2020-08-08,0.08416666666666667,0.0,0.0,0.0,0.0,0.0,0.0041666666666666675,0.0041666666666666675,0.0
2020-08-10,1.9177777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.004166666666666667,0.0
2020-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0044444444444444444,0.0
2020-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0019444444444444444,0.0019444444444444444,0.0
