Date,Max,Min,Temp,Prcp,Cloud Cover,Conditions
2021-04-17,31.1,21.1,25.4,4.0,57.3,"Rain, Partially cloudy"
2021-04-18,35.3,17.8,29.5,0.0,34.4,Partially cloudy
2021-04-19,36.8,19.7,26.8,0.0,27.1,Partially cloudy
2021-04-20,28.1,20.3,23.6,0.7,81.9,"Rain, Overcast"
2021-04-21,30.0,17.7,23.5,9.57,56.4,"Rain, Partially cloudy"
2021-04-22,30.0,17.9,24.3,0.0,42.3,Partially cloudy
2021-04-23,26.6,17.7,21.0,13.22,42.0,"Rain, Partially cloudy"
2021-04-24,33.0,15.9,24.6,0.0,0.1,Clear
2021-04-25,37.0,18.5,27.1,0.0,0.0,Clear
2021-04-26,38.3,18.9,29.0,0.0,0.0,Clear
2021-04-27,39.8,22.1,31.0,0.0,0.0,Clear
2021-04-28,41.1,23.1,32.1,0.0,25.6,Partially cloudy
2021-04-29,39.8,24.7,30.8,6.0,40.0,"Rain, Partially cloudy"
2021-04-30,39.8,23.1,31.3,0.0,17.3,Clear
2021-05-01,38.9,24.7,31.9,0.0,59.0,Partially cloudy
2021-05-02,37.6,24.6,31.0,0.0,54.2,Partially cloudy
2021-05-03,36.8,24.4,31.0,0.6,29.7,"Rain, Partially cloudy"
2021-05-04,38.6,25.7,29.7,6.16,55.1,"Rain, Partially cloudy"
2021-05-05,36.1,24.6,30.2,3.0,27.2,"Rain, Partially cloudy"
2021-05-06,35.4,21.1,27.9,10.91,52.4,"Rain, Partially cloudy"
2021-05-07,33.9,20.0,26.3,12.39,35.4,"Rain, Partially cloudy"
2021-05-08,36.3,21.7,29.4,0.0,23.0,Clear
2021-05-09,36.4,24.1,29.6,11.3,32.8,"Rain, Partially cloudy"
2021-05-10,32.0,22.7,26.7,1.59,40.9,"Rain, Partially cloudy"
2021-05-11,34.9,24.1,28.2,0.6,41.8,"Rain, Partially cloudy"
2021-05-12,28.6,21.7,25.2,15.91,50.2,"Rain, Partially cloudy"
2021-05-13,28.4,22.6,24.9,4.0,73.2,"Rain, Partially cloudy"
2021-05-14,34.4,19.1,27.4,0.0,12.1,Clear
2021-05-15,33.9,22.4,28.3,0.0,43.7,Partially cloudy
2021-05-16,37.7,22.8,30.3,0.0,1.8,Clear
2021-05-17,40.8,24.2,32.7,0.0,12.5,Clear
2021-05-18,31.6,26.4,29.0,0.0,86.9,Overcast
2021-05-19,27.0,23.0,25.3,13.2,99.8,"Rain, Overcast"
2021-05-20,33.3,22.2,28.0,10.9,44.6,"Rain, Partially cloudy"
2021-05-21,30.8,19.9,26.5,11.05,28.9,"Rain, Partially cloudy"
2021-05-22,36.4,23.7,29.9,0.0,31.5,Partially cloudy
2021-05-23,31.8,23.4,28.0,0.0,58.2,Partially cloudy
2021-05-24,36.4,20.5,29.7,0.0,0.2,Clear
2021-05-25,39.1,23.4,31.7,0.0,0.0,Clear
2021-05-26,40.0,23.1,32.1,0.0,0.0,Clear
2021-05-27,41.6,22.9,32.8,0.0,0.0,Clear
2021-05-28,39.5,27.4,32.9,0.0,0.2,Clear
2021-05-29,36.6,20.7,31.0,12.86,13.0,Rain
2021-05-30,34.1,23.1,28.9,9.85,2.6,Rain
2021-05-31,39.0,22.0,31.3,27.85,33.7,"Rain, Partially cloudy"
2021-06-01,30.0,21.0,25.7,11.74,61.7,"Rain, Partially cloudy"
2021-06-02,34.1,22.9,29.2,0.0,36.0,Partially cloudy
2021-06-03,33.2,24.7,28.9,26.0,40.8,"Rain, Partially cloudy"
2021-06-04,35.9,22.8,27.4,23.4,69.0,"Rain, Partially cloudy"
2021-06-05,34.5,23.7,28.8,3.49,41.0,"Rain, Partially cloudy"
2021-06-06,36.8,25.0,31.5,0.23,31.6,"Rain, Partially cloudy"
2021-06-07,39.0,26.4,32.9,0.0,35.9,Partially cloudy
2021-06-08,41.4,29.4,36.0,0.0,29.4,Partially cloudy
2021-06-09,42.8,31.3,37.0,0.0,29.0,Partially cloudy
2021-06-10,36.6,30.0,32.7,9.07,42.6,"Rain, Partially cloudy"
2021-06-11,35.6,26.1,31.0,6.0,29.3,"Rain, Partially cloudy"
2021-06-12,34.8,25.3,30.4,59.0,56.5,"Rain, Partially cloudy"
2021-06-13,33.7,25.3,28.6,27.38,54.6,"Rain, Partially cloudy"
2021-06-14,36.8,25.6,31.3,0.0,16.6,Clear
2021-06-15,38.3,27.6,30.8,0.0,52.0,Partially cloudy
2021-06-16,30.7,23.7,26.9,16.22,81.3,"Rain, Overcast"
2021-06-17,33.9,25.1,30.2,36.0,57.8,"Rain, Partially cloudy"
2021-06-18,33.0,26.7,30.1,21.1,53.8,"Rain, Partially cloudy"
2021-06-19,35.3,25.7,29.6,2.0,20.4,Rain
2021-06-20,35.9,26.0,30.1,6.0,28.6,"Rain, Partially cloudy"
2021-06-21,36.6,26.6,31.8,0.0,48.9,Partially cloudy
2021-06-22,38.6,28.0,33.7,0.0,10.7,Clear
2021-06-23,40.9,28.9,35.2,0.0,19.5,Clear
2021-06-24,36.9,29.0,31.9,3.0,36.4,"Rain, Partially cloudy"
2021-06-25,39.0,27.1,33.2,0.0,16.5,Clear
2021-06-26,35.4,24.1,30.2,17.68,41.4,"Rain, Partially cloudy"
2021-06-27,38.0,26.1,32.2,0.0,4.5,Clear
2021-06-28,39.6,28.1,34.3,0.0,0.6,Clear
2021-06-29,41.0,29.6,35.8,0.0,8.5,Clear
2021-06-30,41.0,30.1,35.9,0.0,0.0,Clear
2021-07-01,40.1,32.1,36.2,0.0,11.0,Clear
2021-07-02,40.0,31.1,34.9,0.0,30.1,Partially cloudy
2021-07-03,39.2,24.2,30.8,21.52,64.4,"Rain, Partially cloudy"
2021-07-04,36.8,27.2,32.4,0.0,19.2,Clear
2021-07-05,38.7,28.7,33.9,0.0,33.8,Partially cloudy
2021-07-06,39.6,30.2,35.0,0.0,11.2,Clear
2021-07-07,41.0,30.2,35.7,0.0,12.1,Clear
2021-07-08,40.8,31.1,35.1,2.0,31.1,"Rain, Partially cloudy"
2021-07-09,35.2,26.4,31.1,7.23,51.9,"Rain, Partially cloudy"
2021-07-10,36.1,29.4,33.2,42.0,39.0,"Rain, Partially cloudy"
2021-07-11,36.8,30.3,32.8,0.0,52.9,Partially cloudy
2021-07-12,34.0,24.7,28.9,67.58,74.1,"Rain, Partially cloudy"
2021-07-13,28.9,27.0,27.7,10.0,62.7,"Rain, Partially cloudy"
2021-07-14,27.6,24.7,26.5,45.81,58.1,"Rain, Partially cloudy"
2021-07-15,29.9,25.7,27.5,1.7,58.4,"Rain, Partially cloudy"
2021-07-16,35.1,27.1,31.4,0.0,21.9,Clear
2021-07-17,37.0,29.6,33.2,61.2,30.9,"Rain, Partially cloudy"
2021-07-18,32.3,28.3,30.4,17.0,31.4,"Rain, Partially cloudy"
2021-07-19,26.7,25.1,26.0,138.55,99.9,"Rain, Overcast"
2021-07-20,27.7,24.1,25.4,73.17,95.8,"Rain, Overcast"
2021-07-21,33.1,24.7,29.2,3.2,44.3,"Rain, Partially cloudy"
2021-07-22,32.7,26.3,29.4,83.1,76.6,"Rain, Overcast"
2021-07-23,33.2,27.4,30.4,0.0,45.6,Partially cloudy
2021-07-24,35.4,29.0,32.2,0.2,37.0,"Rain, Partially cloudy"
2021-07-25,34.7,29.6,31.9,20.0,48.9,"Rain, Partially cloudy"
2021-07-26,31.5,28.6,29.5,58.02,71.6,"Rain, Partially cloudy"
2021-07-27,31.1,28.0,29.1,0.1,85.3,"Rain, Overcast"
2021-07-28,27.0,24.8,26.0,54.77,100.0,"Rain, Overcast"
2021-07-29,29.9,25.9,27.6,6.27,91.1,"Rain, Overcast"
2021-07-30,31.1,25.9,28.3,10.1,84.8,"Rain, Overcast"
2021-07-31,33.7,27.0,30.3,5.0,71.5,"Rain, Partially cloudy"
