Date,Max,Min,Temp,Prcp,Cloud Cover,Conditions
2020-03-07,16.0,12.4,14.0,19.21,84.0,"Rain, Overcast"
2020-03-08,23.6,10.4,16.6,6.0,5.4,Rain
2020-03-09,23.6,12.1,17.4,0.0,0.0,Clear
2020-03-10,24.1,11.7,18.0,0.0,32.1,Partially cloudy
2020-03-11,19.4,14.2,16.7,28.9,85.1,"Rain, Overcast"
2020-03-12,23.4,15.1,18.8,24.91,43.6,"Rain, Partially cloudy"
2020-03-13,23.4,12.4,17.3,16.6,50.9,"Rain, Partially cloudy"
2020-03-14,14.8,11.1,13.3,35.27,85.9,"Rain, Overcast"
2020-03-15,22.7,10.1,16.3,22.0,9.8,Rain
2020-03-16,25.0,13.6,19.0,0.0,11.0,Clear
2020-03-17,26.6,14.1,20.0,0.0,1.3,Clear
2020-03-18,27.0,14.7,20.9,0.0,0.1,Clear
2020-03-19,27.8,16.4,21.4,0.0,18.4,Clear
2020-03-20,28.1,15.7,21.0,0.0,37.0,Partially cloudy
2020-03-21,26.5,16.4,20.6,10.3,53.2,"Rain, Partially cloudy"
2020-03-22,27.4,14.2,20.9,2.0,12.5,Rain
2020-03-23,28.9,15.7,22.0,0.0,15.6,Clear
2020-03-24,26.8,19.1,21.7,1.43,77.4,"Rain, Overcast"
2020-03-25,28.9,17.1,22.6,0.0,45.1,Partially cloudy
2020-03-26,27.1,18.2,22.6,0.0,65.2,Partially cloudy
2020-03-27,21.4,17.1,19.8,9.8,93.2,"Rain, Overcast"
2020-03-28,27.0,15.4,20.9,14.08,11.3,Rain
2020-03-29,27.9,16.7,21.7,0.0,1.4,Clear
2020-03-30,28.8,16.2,21.5,0.0,27.5,Partially cloudy
2020-03-31,26.6,15.9,20.3,0.41,60.0,"Rain, Partially cloudy"
2020-04-01,29.7,15.1,22.5,0.0,12.7,Clear
2020-04-02,28.7,17.1,22.4,0.0,5.1,Clear
2020-04-03,28.8,13.8,21.6,0.0,0.1,Clear
2020-04-04,30.3,15.7,22.7,0.0,0.1,Clear
2020-04-05,30.1,16.7,23.3,0.0,36.4,Partially cloudy
2020-04-06,33.0,17.2,24.9,0.0,8.8,Clear
2020-04-07,27.1,17.4,21.9,0.5,45.7,"Rain, Partially cloudy"
2020-04-08,29.9,15.3,22.8,3.1,18.0,Rain
2020-04-09,32.0,16.1,23.9,0.0,38.7,Partially cloudy
2020-04-10,34.0,18.1,25.6,0.0,17.4,Clear
2020-04-11,35.3,19.1,26.5,0.0,21.1,Clear
2020-04-12,34.1,18.3,26.3,0.0,33.8,Partially cloudy
2020-04-13,36.6,20.1,28.5,0.0,36.6,Partially cloudy
2020-04-14,37.3,21.2,29.6,0.0,38.8,Partially cloudy
2020-04-15,37.1,25.4,30.2,0.0,44.8,Partially cloudy
2020-04-16,36.4,22.7,28.9,0.0,22.9,Clear
2020-04-17,33.1,22.4,26.4,8.03,76.3,"Rain, Overcast"
2020-04-18,33.7,18.4,25.1,23.21,59.0,"Rain, Partially cloudy"
2020-04-19,33.0,18.5,25.8,1.0,41.4,"Rain, Partially cloudy"
2020-04-20,30.3,18.7,22.9,14.48,66.2,"Rain, Partially cloudy"
2020-04-21,31.0,16.1,24.1,3.0,23.3,Rain
2020-04-22,32.8,18.1,26.2,0.0,9.1,Clear
2020-04-23,35.0,20.2,27.5,0.0,45.8,Partially cloudy
2020-04-24,35.6,20.7,27.8,0.0,4.9,Clear
2020-04-25,33.4,21.0,25.2,0.2,49.6,"Rain, Partially cloudy"
2020-04-26,27.6,20.4,23.6,30.79,56.2,"Rain, Partially cloudy"
2020-04-27,26.0,19.4,21.7,34.47,48.1,"Rain, Partially cloudy"
2020-04-28,33.6,18.8,26.0,0.0,17.5,Clear
2020-04-29,34.6,20.4,27.8,0.0,2.7,Clear
2020-04-30,36.1,23.7,29.3,0.0,29.1,Partially cloudy
2020-05-01,36.6,22.7,29.6,13.0,8.5,Rain
2020-05-02,33.6,24.0,27.9,2.2,65.0,"Rain, Partially cloudy"
2020-05-03,34.0,22.3,27.0,18.99,70.1,"Rain, Partially cloudy"
2020-05-04,32.6,19.4,26.3,38.93,34.0,"Rain, Partially cloudy"
2020-05-05,33.9,21.9,27.7,0.0,33.6,Partially cloudy
2020-05-06,34.0,21.4,26.9,0.3,58.1,"Rain, Partially cloudy"
2020-05-07,35.1,20.1,27.7,0.0,5.2,Clear
2020-05-08,37.2,20.2,28.7,0.0,1.3,Clear
2020-05-09,37.0,22.4,30.1,0.0,12.6,Clear
2020-05-10,29.3,21.6,25.7,8.58,43.8,"Rain, Partially cloudy"
2020-05-11,32.4,20.7,27.1,4.2,38.7,"Rain, Partially cloudy"
2020-05-12,33.6,20.6,27.3,25.83,51.4,"Rain, Partially cloudy"
2020-05-13,32.8,24.7,27.6,0.0,55.0,Partially cloudy
2020-05-14,34.0,23.1,26.8,10.0,31.8,"Rain, Partially cloudy"
2020-05-15,35.2,22.4,29.3,10.0,35.6,"Rain, Partially cloudy"
2020-05-16,37.1,22.7,30.2,0.0,6.3,Clear
2020-05-17,37.7,23.9,30.9,0.0,37.1,Partially cloudy
2020-05-18,38.8,23.4,30.4,0.0,17.8,Clear
2020-05-19,38.8,20.8,29.7,0.0,16.1,Clear
2020-05-20,38.1,21.2,30.5,0.0,0.0,Clear
2020-05-21,40.0,21.8,31.8,0.0,0.0,Clear
2020-05-22,41.1,23.7,32.6,0.0,0.0,Clear
2020-05-23,42.1,26.1,34.8,0.0,38.1,Partially cloudy
2020-05-24,41.8,23.9,33.4,0.0,3.5,Clear
2020-05-25,43.0,26.4,34.7,0.0,0.0,Clear
2020-05-26,44.0,26.3,35.2,0.0,8.2,Clear
2020-05-27,42.6,25.2,34.1,0.88,19.0,Rain
2020-05-28,37.0,23.1,30.2,19.41,46.9,"Rain, Partially cloudy"
2020-05-29,29.0,22.8,25.8,21.5,51.3,"Rain, Partially cloudy"
2020-05-30,33.6,20.9,27.0,41.87,73.0,"Rain, Partially cloudy"
2020-05-31,30.7,21.7,25.2,79.03,68.1,"Rain, Partially cloudy"
2020-06-01,32.0,21.4,27.3,3.0,30.1,"Rain, Partially cloudy"
2020-06-02,31.7,24.7,27.3,27.0,36.2,"Rain, Partially cloudy"
2020-06-03,35.0,22.1,28.4,11.86,47.2,"Rain, Partially cloudy"
2020-06-04,35.6,23.4,28.7,32.01,63.9,"Rain, Partially cloudy"
2020-06-05,31.4,22.7,27.2,1.8,49.5,"Rain, Partially cloudy"
2020-06-06,33.9,24.1,28.5,5.0,32.9,"Rain, Partially cloudy"
2020-06-07,31.0,21.7,25.8,48.55,56.0,"Rain, Partially cloudy"
2020-06-08,34.5,24.3,29.7,0.0,15.4,Clear
2020-06-09,37.1,26.6,31.8,0.0,0.3,Clear
2020-06-10,35.5,27.1,31.4,0.0,23.8,Clear
2020-06-11,39.1,27.3,32.7,0.0,7.9,Clear
2020-06-12,39.1,26.7,33.1,0.0,20.2,Clear
2020-06-13,36.1,28.1,30.7,0.23,27.6,"Rain, Partially cloudy"
2020-06-14,38.8,26.4,32.7,0.0,20.2,Clear
2020-06-15,40.2,28.1,33.4,0.0,5.0,Clear
2020-06-16,39.8,27.7,33.0,0.0,4.1,Clear
2020-06-17,38.1,29.0,33.0,0.0,2.0,Clear
2020-06-18,40.1,28.9,34.0,0.0,1.5,Clear
2020-06-19,37.8,28.9,32.8,15.64,37.7,"Rain, Partially cloudy"
2020-06-20,37.4,28.7,32.0,10.0,31.1,"Rain, Partially cloudy"
2020-06-21,34.2,27.6,31.1,35.28,24.0,Rain
2020-06-22,34.8,24.1,29.9,3.27,48.5,"Rain, Partially cloudy"
2020-06-23,36.1,28.6,32.3,0.0,21.0,Clear
2020-06-24,34.2,28.1,30.3,22.4,44.6,"Rain, Partially cloudy"
2020-06-25,34.3,27.3,30.4,0.7,40.3,"Rain, Partially cloudy"
2020-06-26,35.6,26.7,31.2,0.0,45.0,Partially cloudy
2020-06-27,37.1,28.7,33.2,0.0,36.1,Partially cloudy
2020-06-28,38.7,30.0,34.9,0.0,28.1,Partially cloudy
2020-06-29,36.1,28.0,31.8,16.35,24.2,Rain
2020-06-30,35.8,26.9,31.7,0.0,37.6,Partially cloudy
2020-07-01,36.9,29.8,33.3,0.0,24.9,Clear
2020-07-02,37.6,30.2,33.6,0.2,39.6,"Rain, Partially cloudy"
2020-07-03,40.2,29.9,34.8,0.0,24.5,Clear
2020-07-04,35.6,26.0,31.1,16.95,31.5,"Rain, Partially cloudy"
2020-07-05,34.1,23.2,29.1,68.02,50.1,"Rain, Partially cloudy"
2020-07-06,36.1,27.1,31.6,2.0,40.3,"Rain, Partially cloudy"
2020-07-07,34.4,27.1,31.2,46.27,56.0,"Rain, Partially cloudy"
2020-07-08,32.1,25.1,28.4,68.33,87.0,"Rain, Overcast"
2020-07-09,35.1,28.0,31.5,9.44,47.8,"Rain, Partially cloudy"
2020-07-10,36.6,25.0,32.1,18.0,41.9,"Rain, Partially cloudy"
2020-07-11,34.1,24.2,29.0,32.86,57.3,"Rain, Partially cloudy"
2020-07-12,31.1,22.1,26.6,116.88,84.6,"Rain, Overcast"
2020-07-13,34.1,24.4,29.3,0.0,39.3,Partially cloudy
2020-07-14,35.6,27.7,32.0,0.0,13.5,Clear
2020-07-15,33.6,24.2,30.2,29.37,38.2,"Rain, Partially cloudy"
2020-07-16,34.0,28.3,31.1,0.2,37.8,"Rain, Partially cloudy"
2020-07-17,33.5,29.6,31.5,7.61,49.8,"Rain, Partially cloudy"
2020-07-18,32.9,28.8,30.5,10.52,65.2,"Rain, Partially cloudy"
2020-07-19,34.8,28.0,30.9,1.0,66.6,"Rain, Partially cloudy"
2020-07-20,32.3,27.1,29.3,2.02,78.6,"Rain, Overcast"
2020-07-21,27.7,23.7,25.3,52.21,87.3,"Rain, Overcast"
2020-07-22,29.6,24.6,26.7,0.0,69.8,Partially cloudy
2020-07-23,34.0,25.4,29.8,0.0,41.6,Partially cloudy
2020-07-24,34.1,26.4,31.3,11.0,49.4,"Rain, Partially cloudy"
2020-07-25,35.1,27.3,31.3,6.0,61.9,"Rain, Partially cloudy"
2020-07-26,36.1,27.7,31.3,26.58,56.6,"Rain, Partially cloudy"
2020-07-27,36.3,29.1,32.4,0.0,44.6,Partially cloudy
2020-07-28,36.3,29.1,32.5,0.0,52.5,Partially cloudy
2020-07-29,34.1,27.1,30.0,17.1,83.8,"Rain, Overcast"
2020-07-30,32.1,25.3,27.8,41.2,74.8,"Rain, Partially cloudy"
2020-07-31,33.1,27.0,29.8,4.96,66.2,"Rain, Partially cloudy"
2020-08-01,29.0,25.8,27.7,24.76,61.2,"Rain, Partially cloudy"
2020-08-02,35.1,26.1,30.6,0.4,47.0,"Rain, Partially cloudy"
2020-08-03,36.1,28.1,32.1,0.0,47.4,Partially cloudy
2020-08-04,34.1,26.1,30.9,9.68,53.7,"Rain, Partially cloudy"
2020-08-05,36.1,29.1,31.5,4.56,60.0,"Rain, Partially cloudy"
2020-08-06,37.1,29.0,33.1,2.0,78.3,"Rain, Overcast"
2020-08-07,36.1,28.7,31.9,6.2,66.4,"Rain, Partially cloudy"
2020-08-08,36.1,29.1,32.7,32.0,58.8,"Rain, Partially cloudy"
2020-08-09,34.5,28.1,31.0,42.15,74.7,"Rain, Partially cloudy"
2020-08-10,33.1,28.1,30.0,70.6,90.3,"Rain, Overcast"
2020-08-11,35.1,28.1,30.9,20.75,64.7,"Rain, Partially cloudy"
2020-08-12,34.1,26.1,30.0,196.26,74.9,"Rain, Partially cloudy"
2020-08-13,29.1,26.5,28.2,85.4,84.7,"Rain, Overcast"
2020-08-14,34.1,27.0,31.0,0.0,57.8,Partially cloudy
2020-08-15,34.1,28.0,31.0,0.0,50.4,Partially cloudy
2020-08-16,33.1,27.1,30.4,7.6,66.7,"Rain, Partially cloudy"
2020-08-17,31.6,28.0,29.7,83.4,72.6,"Rain, Partially cloudy"
2020-08-18,35.1,27.9,30.6,57.0,70.5,"Rain, Partially cloudy"
2020-08-19,31.6,24.8,27.6,26.03,78.2,"Rain, Overcast"
2020-08-20,32.1,25.1,27.8,1.35,79.0,"Rain, Overcast"
2020-08-21,30.1,24.9,27.1,24.13,86.5,"Rain, Overcast"
2020-08-22,33.1,26.1,29.4,44.0,75.2,"Rain, Overcast"
2020-08-23,33.1,25.9,29.7,17.15,60.5,"Rain, Partially cloudy"
2020-08-24,32.9,26.9,29.6,5.0,51.5,"Rain, Partially cloudy"
2020-08-25,32.9,27.2,29.7,18.0,48.5,"Rain, Partially cloudy"
2020-08-26,33.1,27.4,29.7,2.0,58.8,"Rain, Partially cloudy"
2020-08-27,30.1,26.1,27.9,52.08,76.5,"Rain, Overcast"
2020-08-28,33.1,25.7,29.0,77.0,74.7,"Rain, Partially cloudy"
2020-08-29,34.1,25.7,29.9,0.0,48.6,Partially cloudy
2020-08-30,33.1,27.6,29.6,10.0,71.0,"Rain, Partially cloudy"
2020-08-31,33.1,26.4,29.7,16.0,52.3,"Rain, Partially cloudy"
2020-09-01,34.1,25.7,29.9,0.0,54.8,Partially cloudy
2020-09-02,35.1,27.1,30.6,0.0,54.5,Partially cloudy
2020-09-03,32.1,27.7,29.7,46.08,71.0,"Rain, Partially cloudy"
2020-09-04,35.1,27.0,30.2,1.0,53.5,"Rain, Partially cloudy"
2020-09-05,35.1,25.9,29.1,0.24,64.6,"Rain, Partially cloudy"
2020-09-06,35.1,25.7,29.3,6.55,73.9,"Rain, Partially cloudy"
2020-09-07,35.1,25.8,30.4,17.0,38.9,"Rain, Partially cloudy"
2020-09-08,35.0,25.1,29.4,0.0,30.9,Partially cloudy
2020-09-09,34.8,27.0,30.4,0.0,13.8,Clear
2020-09-10,34.9,27.0,30.7,0.0,16.3,Clear
2020-09-11,35.6,26.7,30.3,0.0,15.9,Clear
2020-09-12,36.3,26.1,31.6,0.0,23.2,Clear
2020-09-13,35.1,27.1,30.9,0.0,38.9,Partially cloudy
2020-09-14,36.1,26.7,30.8,0.0,31.5,Partially cloudy
2020-09-15,35.8,27.1,31.1,0.0,35.7,Partially cloudy
2020-09-16,37.1,28.1,32.2,0.0,50.4,Partially cloudy
2020-09-17,36.1,26.4,31.5,0.0,22.9,Clear
2020-09-18,36.6,27.1,31.6,0.0,18.3,Clear
2020-09-19,36.3,26.1,30.9,0.0,33.1,Partially cloudy
2020-09-20,36.1,27.1,31.1,0.0,23.7,Clear
2020-09-21,37.1,27.1,31.5,0.0,15.3,Clear
2020-09-22,36.1,26.1,31.2,0.0,31.3,Partially cloudy
2020-09-23,35.1,26.1,30.1,2.5,45.1,"Rain, Partially cloudy"
2020-09-24,34.5,25.1,28.7,10.4,44.1,"Rain, Partially cloudy"
2020-09-25,35.1,26.1,29.5,0.0,29.8,Partially cloudy
2020-09-26,37.1,23.1,29.3,0.0,36.3,Partially cloudy
2020-09-27,35.6,22.1,28.8,0.0,0.1,Clear
2020-09-28,35.1,22.1,28.6,0.0,0.0,Clear
2020-09-29,35.1,22.1,28.1,0.0,3.3,Clear
2020-09-30,34.3,23.0,28.0,0.0,0.0,Clear
2020-10-01,36.1,22.1,28.7,0.0,0.0,Clear
2020-10-02,35.1,21.1,27.9,0.0,0.0,Clear
2020-10-03,36.1,21.1,28.0,0.0,0.0,Clear
2020-10-04,35.3,20.1,27.8,0.0,0.0,Clear
2020-10-05,36.1,20.1,27.7,0.0,0.0,Clear
2020-10-06,35.1,21.1,27.6,0.0,0.0,Clear
2020-10-07,35.6,20.1,27.6,0.0,0.0,Clear
2020-10-08,35.1,20.9,27.5,0.0,0.0,Clear
2020-10-09,35.1,20.7,27.7,0.0,0.0,Clear
2020-10-10,35.1,21.1,27.9,0.0,0.0,Clear
2020-10-11,35.6,20.1,27.4,0.0,0.0,Clear
2020-10-12,35.1,19.8,27.1,0.0,0.0,Clear
2020-10-13,34.1,21.7,27.9,0.0,9.3,Clear
2020-10-14,34.1,21.9,27.7,0.0,6.3,Clear
2020-10-15,35.1,19.1,26.3,0.0,5.0,Clear
2020-10-16,33.6,16.9,23.1,0.0,0.0,Clear
2020-10-17,34.0,18.1,25.0,0.0,0.0,Clear
2020-10-18,34.1,18.7,25.5,0.0,0.0,Clear
2020-10-19,32.9,17.7,24.1,0.0,0.0,Clear
2020-10-20,34.0,16.5,23.6,0.0,0.0,Clear
2020-10-21,32.8,17.3,23.0,0.0,8.4,Clear
2020-10-22,33.3,18.1,23.3,0.0,18.7,Clear
2020-10-23,32.8,15.7,22.3,0.0,0.0,Clear
2020-10-24,32.1,15.7,23.7,0.0,0.0,Clear
2020-10-25,32.6,15.9,24.8,0.0,1.5,Clear
2020-10-26,32.1,16.4,23.6,0.0,8.2,Clear
2020-10-27,31.6,16.1,22.9,0.0,0.0,Clear
2020-10-28,31.9,14.1,22.3,0.0,0.0,Clear
2020-10-29,31.6,13.4,21.3,0.0,0.0,Clear
2020-10-30,30.3,13.4,21.0,0.0,0.0,Clear
2020-10-31,32.1,14.5,22.1,0.0,5.5,Clear
2020-11-01,31.1,14.2,21.7,0.0,0.0,Clear
2020-11-02,29.6,13.1,18.7,0.0,0.0,Clear
2020-11-03,28.6,12.4,18.8,0.0,0.0,Clear
2020-11-04,29.0,13.7,19.9,0.0,0.0,Clear
2020-11-05,31.0,13.1,20.6,0.0,0.0,Clear
2020-11-06,31.0,12.7,20.9,0.0,0.0,Clear
2020-11-07,30.0,13.7,20.0,0.0,0.0,Clear
2020-11-08,28.0,11.9,18.6,0.0,0.0,Clear
2020-11-09,29.3,12.1,18.9,0.0,0.0,Clear
2020-11-10,29.1,12.1,18.9,0.0,1.7,Clear
2020-11-11,28.3,12.1,18.7,0.0,0.0,Clear
2020-11-12,28.0,12.7,18.7,0.0,0.6,Clear
2020-11-13,27.8,12.2,18.2,0.0,0.0,Clear
2020-11-14,27.0,11.9,17.7,0.0,1.3,Clear
2020-11-15,25.9,14.6,19.4,1.64,58.5,"Rain, Partially cloudy"
2020-11-16,22.1,15.1,18.0,41.77,63.3,"Rain, Partially cloudy"
2020-11-17,24.3,12.7,17.7,0.0,0.1,Clear
2020-11-18,23.6,12.9,16.7,0.0,0.0,Clear
2020-11-19,22.3,10.8,15.2,0.0,0.1,Clear
2020-11-20,23.6,10.2,15.8,0.0,0.0,Clear
2020-11-21,22.0,10.1,14.9,0.0,5.0,Clear
2020-11-22,23.0,9.8,15.1,0.0,42.0,Partially cloudy
2020-11-23,21.4,10.2,15.2,0.0,47.1,Partially cloudy
2020-11-24,21.8,12.7,16.0,0.0,58.9,Partially cloudy
2020-11-25,17.7,13.1,15.1,0.69,76.5,"Rain, Overcast"
2020-11-26,21.6,13.4,16.1,7.37,53.7,"Rain, Partially cloudy"
2020-11-27,25.0,11.1,16.6,0.0,0.0,Clear
2020-11-28,25.0,11.5,16.4,0.0,0.1,Clear
2020-11-29,23.6,9.4,15.0,0.0,9.1,Clear
2020-11-30,24.6,9.4,15.3,0.0,0.1,Clear
2020-12-01,24.0,10.4,15.7,0.0,0.0,Clear
2020-12-02,25.0,10.9,16.2,0.0,0.0,Clear
2020-12-03,23.2,10.4,15.9,0.0,0.0,Clear
2020-12-04,22.7,10.4,16.0,0.0,13.5,Clear
2020-12-05,23.7,14.0,17.8,0.0,25.7,Partially cloudy
2020-12-06,23.7,15.0,18.0,0.0,0.8,Clear
2020-12-07,25.1,14.1,17.9,0.0,0.2,Clear
2020-12-08,24.2,12.7,17.1,0.0,10.1,Clear
2020-12-09,25.0,12.0,17.4,0.0,27.9,Partially cloudy
2020-12-10,25.1,13.1,17.8,0.0,0.4,Clear
2020-12-11,26.3,12.2,18.0,0.0,28.6,Partially cloudy
2020-12-12,21.2,13.7,16.9,17.64,62.9,"Rain, Partially cloudy"
2020-12-13,13.7,10.2,12.0,0.0,12.9,Clear
2020-12-14,12.7,9.7,11.1,0.0,0.8,Clear
2020-12-15,16.1,9.1,11.7,0.0,7.8,Clear
2020-12-16,13.2,6.7,8.7,0.0,0.5,Clear
2020-12-17,14.3,6.1,9.2,0.0,6.6,Clear
2020-12-18,16.8,4.9,9.1,0.0,3.6,Clear
2020-12-19,19.6,5.1,11.1,0.0,3.5,Clear
2020-12-20,20.9,5.9,12.0,0.0,11.5,Clear
2020-12-21,19.4,7.0,11.7,0.0,19.7,Clear
2020-12-22,20.2,4.7,11.3,0.0,0.7,Clear
2020-12-23,21.1,5.9,11.7,0.0,0.0,Clear
2020-12-24,20.1,6.7,12.0,0.0,0.0,Clear
2020-12-25,19.1,5.0,10.8,0.0,11.3,Clear
2020-12-26,16.3,5.3,9.3,0.0,5.2,Clear
2020-12-27,17.7,4.5,10.2,5.04,27.1,"Rain, Partially cloudy"
2020-12-28,15.6,4.9,9.3,12.5,9.5,Rain
2020-12-29,15.0,4.6,8.5,0.0,0.0,Clear
2020-12-30,12.7,6.3,8.4,0.0,0.2,Clear
2020-12-31,14.7,5.5,8.7,0.0,18.1,Clear
2021-01-01,9.8,5.4,7.1,0.0,0.2,Clear
2021-01-02,13.2,8.3,10.9,4.1,37.7,"Rain, Partially cloudy"
2021-01-03,19.7,11.2,15.2,9.8,32.8,"Rain, Partially cloudy"
2021-01-04,23.6,12.7,17.5,0.0,58.4,Partially cloudy
2021-01-05,18.2,15.1,16.3,14.11,91.3,"Rain, Overcast"
2021-01-06,20.7,14.1,16.7,8.79,61.9,"Rain, Partially cloudy"
2021-01-07,14.4,13.1,13.8,0.0,1.0,Clear
2021-01-08,17.7,9.4,13.1,0.0,19.2,Clear
2021-01-09,16.0,11.1,13.0,0.0,7.4,Clear
2021-01-10,11.8,8.7,10.4,0.0,1.0,Clear
2021-01-11,15.6,7.9,10.5,0.0,0.3,Clear
2021-01-12,13.0,7.1,9.5,0.0,0.1,Clear
2021-01-13,15.0,7.0,9.9,0.0,3.8,Clear
2021-01-14,11.7,5.8,8.6,0.0,10.3,Clear
2021-01-15,14.2,6.7,9.8,0.0,0.1,Clear
2021-01-16,10.1,7.2,8.9,0.0,0.0,Clear
2021-01-17,15.9,8.2,11.5,0.0,0.8,Clear
2021-01-18,19.4,10.7,13.8,0.0,8.8,Clear
2021-01-19,21.0,9.0,14.1,0.0,0.0,Clear
2021-01-20,19.3,10.5,13.4,0.0,3.6,Clear
2021-01-21,20.0,8.7,12.6,0.0,0.0,Clear
2021-01-22,15.1,8.1,11.6,0.0,17.7,Clear
2021-01-23,18.7,10.5,14.2,0.7,14.6,Rain
2021-01-24,13.6,9.2,11.5,0.0,0.9,Clear
2021-01-25,17.0,9.4,12.6,0.0,0.0,Clear
2021-01-26,19.8,5.6,11.5,0.0,0.0,Clear
2021-01-27,20.8,7.7,13.0,0.0,0.0,Clear
2021-01-28,15.8,4.2,9.4,0.0,0.0,Clear
2021-01-29,19.0,4.5,10.4,0.0,0.0,Clear
2021-01-30,19.7,7.4,12.5,0.0,18.7,Clear
2021-01-31,21.1,6.6,12.5,0.0,3.0,Clear
2021-02-01,22.0,7.2,13.6,0.0,3.4,Clear
2021-02-02,22.8,8.4,14.2,0.0,11.1,Clear
2021-02-03,22.1,12.4,16.3,0.0,37.1,Partially cloudy
2021-02-04,15.6,9.9,12.9,17.28,60.8,"Rain, Partially cloudy"
2021-02-05,19.9,5.9,12.8,6.0,1.9,Rain
2021-02-06,20.8,8.2,13.9,0.0,4.9,Clear
2021-02-07,21.8,10.1,14.9,0.0,0.0,Clear
2021-02-08,22.8,8.1,15.4,0.0,0.0,Clear
2021-02-09,21.2,10.2,14.8,0.0,9.6,Clear
2021-02-10,23.4,8.9,14.8,0.0,0.4,Clear
2021-02-11,10.4,10.4,10.4,0.0,0.0,Clear
2021-02-12,14.1,13.1,13.6,0.0,0.0,Clear
2021-02-13,22.1,15.1,18.1,0.0,11.3,Clear
2021-02-14,23.1,10.7,16.1,0.0,0.2,Clear
2021-02-15,25.1,12.1,18.5,0.0,35.7,Partially cloudy
2021-02-16,27.1,9.7,18.3,0.6,16.0,Rain
2021-02-17,27.1,11.1,17.7,0.0,2.8,Clear
2021-02-18,27.1,10.6,18.1,0.0,4.4,Clear
2021-02-19,25.1,11.4,18.2,0.0,0.0,Clear
2021-02-20,17.7,15.7,16.7,0.0,0.0,Clear
2021-02-21,25.7,13.1,18.5,0.0,0.0,Clear
2021-02-22,29.1,13.7,20.6,0.0,10.9,Clear
2021-02-23,29.1,14.7,21.0,0.0,50.2,Partially cloudy
2021-02-24,33.1,13.1,22.7,0.0,8.9,Clear
2021-02-25,33.1,15.1,23.3,0.0,4.8,Clear
2021-02-26,32.6,15.0,23.0,0.5,17.6,Rain
2021-02-27,28.7,17.7,21.9,12.96,30.6,"Rain, Partially cloudy"
2021-02-28,26.8,12.8,19.0,0.0,3.7,Clear
2021-03-01,26.3,13.2,19.1,0.0,4.8,Clear
2021-03-02,26.2,14.4,19.8,0.0,0.0,Clear
2021-03-03,28.8,13.8,20.8,0.0,0.0,Clear
2021-03-04,29.3,13.1,20.6,0.0,0.1,Clear
2021-03-05,29.1,15.4,21.3,0.0,0.0,Clear
2021-03-06,29.0,15.1,21.7,0.0,17.0,Clear
2021-03-07,29.1,19.0,23.2,2.2,68.3,"Rain, Partially cloudy"
2021-03-08,29.1,18.4,23.3,5.0,21.1,Rain
2021-03-09,30.1,17.1,23.2,0.0,22.2,Clear
2021-03-10,30.6,19.2,23.1,0.0,31.3,Partially cloudy
2021-03-11,30.7,16.4,23.3,0.0,4.9,Clear
2021-03-12,25.8,18.1,21.5,2.18,69.3,"Rain, Partially cloudy"
2021-03-13,27.7,14.9,21.2,0.0,45.6,Partially cloudy
2021-03-14,29.0,16.1,22.1,0.0,8.5,Clear
2021-03-15,29.4,17.1,23.0,0.0,44.4,Partially cloudy
2021-03-16,30.6,17.7,23.3,0.0,37.1,Partially cloudy
2021-03-17,34.1,17.1,24.5,0.0,33.8,Partially cloudy
2021-03-18,32.3,17.7,24.4,0.0,31.1,Partially cloudy
2021-03-19,31.2,17.9,24.4,0.0,26.7,Partially cloudy
2021-03-20,31.6,17.4,24.4,0.0,0.1,Clear
2021-03-21,30.1,17.1,23.1,0.0,52.1,Partially cloudy
2021-03-22,30.0,19.2,23.7,14.17,83.4,"Rain, Overcast"
2021-03-23,26.7,17.1,21.1,3.06,75.7,"Rain, Overcast"
2021-03-24,32.1,14.1,23.8,0.0,24.6,Clear
2021-03-25,30.1,15.1,22.4,0.0,44.3,Partially cloudy
2021-03-26,32.1,15.1,23.7,0.0,7.6,Clear
2021-03-27,33.1,16.1,25.3,0.0,2.1,Clear
2021-03-28,34.1,18.7,27.3,0.0,5.5,Clear
2021-03-29,35.1,23.1,28.5,0.0,32.7,Partially cloudy
2021-03-30,37.1,19.1,28.3,0.0,4.3,Clear
2021-03-31,34.1,17.1,25.5,0.0,0.0,Clear
2021-04-01,32.1,18.1,25.7,0.0,0.0,Clear
2021-04-02,32.1,14.1,23.5,0.0,0.0,Clear
2021-04-03,34.1,13.7,24.5,0.0,0.0,Clear
2021-04-04,36.1,15.5,26.1,0.0,30.3,Partially cloudy
2021-04-05,36.1,19.2,27.1,0.0,57.0,Partially cloudy
2021-04-06,34.0,20.4,26.8,2.91,68.9,"Rain, Partially cloudy"
2021-04-07,34.6,17.3,25.6,11.81,26.1,"Rain, Partially cloudy"
2021-04-08,33.6,17.1,25.3,0.0,14.6,Clear
2021-04-09,34.8,16.7,26.1,0.0,0.1,Clear
2021-04-10,36.6,17.9,27.0,0.0,0.1,Clear
2021-04-11,38.0,18.5,28.2,0.0,3.6,Clear
2021-04-12,37.3,21.8,28.5,0.0,18.7,Clear
2021-04-13,38.3,20.7,29.3,0.0,39.7,Partially cloudy
2021-04-14,39.3,22.1,30.7,0.0,50.6,Partially cloudy
2021-04-15,37.8,22.7,29.8,0.0,65.8,Partially cloudy
2021-04-16,37.3,20.4,27.7,0.0,69.3,Partially cloudy
